plant_ID,date,weight_kg,timing,water_plate,OBS_weight
42,20210531,6.3,after watering,presumably no,nothing
31,20210531,6.1055,after watering,presumably no,nothing
80,20210531,7.232,after watering,presumably no,nothing
64,20210531,6.4085,after watering,presumably no,nothing
125,20210531,6.7065,after watering,presumably no,nothing
89,20210603,7.2455,before watering,presumably no,nothing
61,20210603,6.4435,before watering,presumably no,nothing
54,20210603,5.643,before watering,presumably no,nothing
46,20210603,5.611,before watering,presumably no,nothing
14,20210603,5.283,before watering,presumably no,nothing
126,20210603,5.4325,before watering,presumably no,nothing
127,20210603,6.212,before watering,presumably no,nothing
128,20210603,5.586,before watering,presumably no,nothing
129,20210603,5.7035,before watering,presumably no,nothing
130,20210603,5.9655,before watering,presumably no,nothing
116,20210603,5.518,before watering,presumably no,nothing
80,20210603,6.9345,before watering,presumably no,nothing
64,20210603,5.9255,before watering,presumably no,nothing
31,20210603,5.755,before watering,presumably no,nothing
24,20210603,5.9415,before watering,presumably no,nothing
121,20210603,999,before watering,presumably no,nothing
122,20210603,5.1025,before watering,presumably no,nothing
123,20210603,6.214,before watering,presumably no,nothing
124,20210603,6.058,before watering,presumably no,nothing
125,20210603,6.6355,before watering,presumably no,nothing
54,20210603,6.013,after watering,presumably no,nothing
61,20210603,6.826,after watering,presumably no,nothing
89,20210603,7.59,after watering,presumably no,nothing
127,20210603,6.1475,after watering,presumably no,nothing
130,20210603,6.128,after watering,presumably no,nothing
31,20210603,6.15,after watering,presumably no,nothing
64,20210603,6.298,after watering,presumably no,nothing
80,20210603,7.279,after watering,presumably no,nothing
121,20210603,6.382,after watering,presumably no,nothing
125,20210603,6.7795,after watering,presumably no,nothing
121,20210609,6.1185,before watering,presumably no,nothing
122,20210609,5.0405,before watering,presumably no,nothing
123,20210609,6.146,before watering,presumably no,nothing
124,20210609,5.978,before watering,presumably no,nothing
125,20210609,6.7475,before watering,presumably no,nothing
89,20210609,7.391,before watering,presumably no,nothing
54,20210609,5.66,before watering,presumably no,nothing
61,20210609,6.375,before watering,presumably no,nothing
126,20210609,5.233,before watering,presumably no,nothing
127,20210609,6.138,before watering,presumably no,nothing
128,20210609,5.4165,before watering,presumably no,nothing
129,20210609,5.6215,before watering,presumably no,nothing
130,20210609,6.026,before watering,presumably no,nothing
89,20210609,7.7555,after watering,presumably no,nothing
54,20210609,6.0335,after watering,presumably no,nothing
61,20210609,6.76,after watering,presumably no,nothing
