"id_plant","date","weight_kg","timing","dryW_kg","phyto","treatment_co2","water_treatment","plant_in_pot","increment_g","day_incr"
123,2021-05-31,6.2535,"1_before watering",4.51872,2,"ambient","drought","no",62.0000000000003,4
123,2021-06-03,6.214,"1_before watering",4.51872,2,"ambient","drought","no",39.4999999999994,3
123,2021-06-09,6.146,"1_before watering",4.51872,2,"ambient","drought","no",68.0000000000005,6
124,2021-05-06,6.7815,"1_before watering",4.69341,2,"ambient","drought","no",NA,NA
124,2021-05-06,7.027,"2_after watering",4.69341,2,"ambient","drought","no",NA,NA
124,2021-05-07,6.9555,"1_before watering",4.69341,2,"ambient","drought","no",71.5000000000003,1
124,2021-05-10,6.903,"1_before watering",4.69341,2,"ambient","drought","no",52.5000000000002,3
124,2021-05-10,7.0425,"2_after watering",4.69341,2,"ambient","drought","no",NA,NA
124,2021-05-12,6.065,"1_before watering",4.69341,2,"ambient","drought","no",NA,2
124,2021-05-12,7.0685,"2_after watering",4.69341,2,"ambient","drought","no",NA,NA
124,2021-05-17,6.6275,"1_before watering",4.69341,2,"ambient","drought","no",441,5
124,2021-05-20,6.4275,"1_before watering",4.69341,2,"ambient","drought","no",200,3
124,2021-05-24,6.2775,"1_before watering",4.69341,2,"ambient","drought","no",150,4
124,2021-05-27,6.184,"1_before watering",4.69341,2,"ambient","drought","no",93.4999999999997,3
124,2021-05-31,6.1085,"1_before watering",4.69341,2,"ambient","drought","no",75.4999999999999,4
124,2021-06-03,6.058,"1_before watering",4.69341,2,"ambient","drought","no",50.5000000000004,3
124,2021-06-09,5.978,"1_before watering",4.69341,2,"ambient","drought","no",80.0000000000001,6
125,2021-05-06,6.063,"1_before watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-06,6.434,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-07,6.3795,"1_before watering",4.31414,2,"ambient","control","no",54.5,1
125,2021-05-10,6.26,"1_before watering",4.31414,2,"ambient","control","no",119.5,3
125,2021-05-10,6.378,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-13,6.457,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-17,6.268,"1_before watering",4.31414,2,"ambient","control","no",189,4
125,2021-05-17,6.5525,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-20,6.424,"1_before watering",4.31414,2,"ambient","control","no",128.5,3
125,2021-05-20,6.6475,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-24,6.5435,"1_before watering",4.31414,2,"ambient","control","no",104,4
125,2021-05-24,6.658,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-27,6.584,"1_before watering",4.31414,2,"ambient","control","no",74.0000000000007,3
125,2021-05-27,6.7335,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-05-31,6.5975,"1_before watering",4.31414,2,"ambient","control","no",136,4
125,2021-05-31,6.7065,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-06-03,6.6355,"1_before watering",4.31414,2,"ambient","control","no",70.9999999999997,3
125,2021-06-03,6.7795,"2_after watering",4.31414,2,"ambient","control","no",NA,NA
125,2021-06-09,6.7475,"1_before watering",4.31414,2,"ambient","control","no",32,6
126,2021-05-07,5.9075,"1_before watering",3.75781,1,"elevated","drought","no",NA,NA
126,2021-05-07,6.1745,"2_after watering",3.75781,1,"elevated","drought","no",NA,NA
126,2021-05-10,6.022,"1_before watering",3.75781,1,"elevated","drought","no",152.5,3
126,2021-05-10,6.1415,"2_after watering",3.75781,1,"elevated","drought","no",NA,NA
126,2021-05-13,5.911,"1_before watering",3.75781,1,"elevated","drought","no",230.5,3
126,2021-05-13,6.087,"2_after watering",3.75781,1,"elevated","drought","no",NA,NA
126,2021-05-17,5.9205,"1_before watering",3.75781,1,"elevated","drought","no",166.5,4
126,2021-05-20,5.818,"1_before watering",3.75781,1,"elevated","drought","no",102.5,3
126,2021-05-24,5.707,"1_before watering",3.75781,1,"elevated","drought","no",111,4
126,2021-05-27,5.5785,"1_before watering",3.75781,1,"elevated","drought","no",128.5,3
126,2021-05-31,5.4595,"1_before watering",3.75781,1,"elevated","drought","no",119,4
126,2021-06-03,5.4325,"1_before watering",3.75781,1,"elevated","drought","no",27.0000000000001,3
126,2021-06-09,5.233,"1_before watering",3.75781,1,"elevated","drought","no",199.5,6
127,2021-05-07,5.8425,"1_before watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-07,6.148,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-10,5.953,"1_before watering",3.82646,1,"elevated","control","no",194.999999999999,3
127,2021-05-10,6.2535,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-13,5.9945,"1_before watering",3.82646,1,"elevated","control","no",258.999999999999,3
127,2021-05-13,6.1235,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-17,5.9485,"1_before watering",3.82646,1,"elevated","control","no",175,4
127,2021-05-17,6.144,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-20,6.095,"1_before watering",3.82646,1,"elevated","control","no",49.0000000000004,3
127,2021-05-20,6.2905,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-24,6.0605,"1_before watering",3.82646,1,"elevated","control","no",230,4
127,2021-05-24,6.182,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-27,6.068,"1_before watering",3.82646,1,"elevated","control","no",114.000000000001,3
127,2021-05-27,6.236,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-05-31,6.118,"1_before watering",3.82646,1,"elevated","control","no",117.999999999999,4
127,2021-05-31,6.2105,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-06-03,6.212,"1_before watering",3.82646,1,"elevated","control","no",NA,3
127,2021-06-03,6.1475,"2_after watering",3.82646,1,"elevated","control","no",NA,NA
127,2021-06-09,6.138,"1_before watering",3.82646,1,"elevated","control","no",9.50000000000006,6
128,2021-05-07,5.89,"1_before watering",3.79983,1,"elevated","drought","no",NA,NA
128,2021-05-07,6.2495,"2_after watering",3.79983,1,"elevated","drought","no",NA,NA
128,2021-05-10,6.0555,"1_before watering",3.79983,1,"elevated","drought","no",194,3
128,2021-05-10,6.4215,"2_after watering",3.79983,1,"elevated","drought","no",NA,NA
128,2021-05-13,6.1815,"1_before watering",3.79983,1,"elevated","drought","no",240,3
128,2021-05-13,6.2765,"2_after watering",3.79983,1,"elevated","drought","no",NA,NA
128,2021-05-17,6.1045,"1_before watering",3.79983,1,"elevated","drought","no",172.000000000001,4
128,2021-05-20,5.984,"1_before watering",3.79983,1,"elevated","drought","no",120.5,3
128,2021-05-24,5.8775,"1_before watering",3.79983,1,"elevated","drought","no",106.5,4
128,2021-05-27,5.7575,"1_before watering",3.79983,1,"elevated","drought","no",120,3
128,2021-05-31,5.6195,"1_before watering",3.79983,1,"elevated","drought","no",138,4
128,2021-06-03,5.586,"1_before watering",3.79983,1,"elevated","drought","no",33.5000000000001,3
128,2021-06-09,5.4165,"1_before watering",3.79983,1,"elevated","drought","no",169.5,6
129,2021-05-07,6.1535,"1_before watering",4.18666,1,"elevated","drought","no",NA,NA
129,2021-05-07,6.4145,"2_after watering",4.18666,1,"elevated","drought","no",NA,NA
129,2021-05-10,6.291,"1_before watering",4.18666,1,"elevated","drought","no",123.5,3
129,2021-05-10,6.41,"2_after watering",4.18666,1,"elevated","drought","no",NA,NA
129,2021-05-13,6.229,"1_before watering",4.18666,1,"elevated","drought","no",181,3
129,2021-05-13,6.3685,"2_after watering",4.18666,1,"elevated","drought","no",NA,NA
129,2021-05-17,6.201,"1_before watering",4.18666,1,"elevated","drought","no",167.5,4
129,2021-05-20,6.0615,"1_before watering",4.18666,1,"elevated","drought","no",139.5,3
129,2021-05-24,5.942,"1_before watering",4.18666,1,"elevated","drought","no",119.499999999999,4
129,2021-05-27,5.8605,"1_before watering",4.18666,1,"elevated","drought","no",81.5000000000001,3
129,2021-05-31,5.7605,"1_before watering",4.18666,1,"elevated","drought","no",99.9999999999996,4
129,2021-06-03,5.7035,"1_before watering",4.18666,1,"elevated","drought","no",57.0000000000004,3
129,2021-06-09,5.6215,"1_before watering",4.18666,1,"elevated","drought","no",81.9999999999999,6
130,2021-05-07,5.7605,"1_before watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-07,5.9985,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-10,5.924,"1_before watering",3.62721,1,"elevated","control","no",74.4999999999996,3
130,2021-05-10,6.035,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-13,5.859,"1_before watering",3.62721,1,"elevated","control","no",176,3
130,2021-05-13,5.9615,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-17,5.82,"1_before watering",3.62721,1,"elevated","control","no",141.5,4
130,2021-05-17,5.991,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-20,5.938,"1_before watering",3.62721,1,"elevated","control","no",52.9999999999999,3
130,2021-05-20,6.062,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-24,5.904,"1_before watering",3.62721,1,"elevated","control","no",158,4
130,2021-05-24,6.022,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-27,5.855,"1_before watering",3.62721,1,"elevated","control","no",167,3
130,2021-05-27,6.051,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-05-31,5.9375,"1_before watering",3.62721,1,"elevated","control","no",113.5,4
130,2021-05-31,6.048,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-06-03,5.9655,"1_before watering",3.62721,1,"elevated","control","no",82.5000000000005,3
130,2021-06-03,6.128,"2_after watering",3.62721,1,"elevated","control","no",NA,NA
130,2021-06-09,6.026,"1_before watering",3.62721,1,"elevated","control","no",102,6
